,index_jjj,index_spotify,year_x,title,artist,duration,country,position of year,name,artists,year_y,release_date,duration_ms,valence,danceability,speechiness
514,1017,35296,2003,Diamonds On The Inside,Ben Harper,4:27,USA,18,Diamonds On The Inside,['Ben Harper'],2003,2003-01-01,266907,0.7290000000000001,0.527,0.0379
515,1021,53829,2003,Fortune Faded,Red Hot Chili Peppers,3:21,USA,22,Fortune Faded,['Red Hot Chili Peppers'],2003,2003-11-18,201267,0.613,0.524,0.0395
516,1023,137490,2003,The Horizon Has Been Defeated,Jack Johnson,2:33,USA,24,The Horizon Has Been Defeated - Single Version,['Jack Johnson'],2003,2003-01-01,153627,0.385,0.8029999999999999,0.185
517,1027,53872,2003,Danger! High Voltage,Electric Six,3:35,USA,28,Danger! High Voltage - Soulchild Radio Mix,['Electric Six'],2003,2003-05-19,214600,0.511,0.66,0.0302
518,1029,88848,2003,The Bitter End,Placebo,3:11,England,30,The Bitter End,['Placebo'],2003,2003-03-24,190573,0.518,0.32799999999999996,0.0455
519,1030,16590,2003,Time Is Running Out,Muse,3:56,England,31,Time is Running Out,['Muse'],2004,2004-03-23,237040,0.428,0.585,0.0556
520,1031,167101,2003,The Last High,The Dandy Warhols,4:47,USA,32,The Last High,['The Dandy Warhols'],2003,2003-01-01,286653,0.9309999999999999,0.687,0.0276
521,1032,88877,2003,Gay Bar,Electric Six,2:21,USA,33,Gay Bar,['Electric Six'],2003,2003-05-19,140907,0.32,0.4,0.0987
522,1033,17102,2003,Everyone Deserves Music,Michael Franti & Spearhead,4:36,USA,34,Everything,['Michael Bublé'],2007,2007-04-30,212373,0.493,0.6859999999999999,0.0254
523,1035,53806,2003,Just Because,Jane's Addiction,3:52,USA,36,Just Because,"[""Jane's Addiction""]",2003,2003-01-01,231853,0.209,0.369,0.0931
524,1039,35238,2003,Times Like These,Jack Johnson,2:22,USA,40,Times Like These,['Jack Johnson'],2003,2003-01-01,141933,0.645,0.825,0.0955
525,1040,9210,2003,Blackbird,The Beautiful Girls,3:56,Australia,41,Blackbird - Remastered 2009,['The Beatles'],1968,1968-11-22,138387,0.3720000000000001,0.6859999999999999,0.0342
526,1041,54044,2003,Stockholm Syndrome,Muse,4:59,England,42,Stockholm Syndrome,['Muse'],2004,2004-03-23,297000,0.0939,0.434,0.0786
527,1042,35130,2003,12:51,The Strokes,2:33,USA,43,12:51,['The Strokes'],2003,2003-10-28,153133,0.591,0.452,0.0379
528,1044,16386,2003,Weak And Powerless,A Perfect Circle,3:15,USA,45,Weak And Powerless,['A Perfect Circle'],2003,2003-01-01,195133,0.13,0.483,0.0523
529,1047,35291,2003,There There. (The Boney King   Of Nowhere.),Radiohead,5:24,England,48,"There, There",['Radiohead'],2003,2003,323600,0.7170000000000001,0.614,0.0323
530,1049,50901,2003,Fisherman's Daughter,The Waifs,4:44,Australia,50,Fisherman's Blues - 2006 Remaster,['The Waterboys'],1988,1988-07-01,266667,0.62,0.371,0.0803
531,1052,16268,2003,Feeling This,Blink-182,2:55,USA,53,Feeling This,['blink-182'],2003,2003-11-01,172646,0.622,0.41100000000000003,0.0917
532,1055,53961,2003,Franco Un-American,NOFX,2:26,USA,56,Franco Un-American,['NOFX'],2003,2003-08-19,145467,0.7070000000000001,0.563,0.0681
533,1056,16037,2003,Work It,Missy Elliott,4:24,USA,57,Work It,['Missy Elliott'],2002,2002-11-11,263227,0.584,0.884,0.28300000000000003
534,1057,53841,2003,The Leaving Song Pt. II,AFI,3:33,USA,58,The Leaving Song Pt. II,['AFI'],2003,2003,211040,0.599,0.4970000000000001,0.0307
535,1060,35209,2003,St. Anger,Metallica,7:21,USA,61,St. Anger,['Metallica'],2003,2003-06-05,441133,0.498,0.249,0.0678
536,1068,16539,2003,Hysteria,Muse,3:48,England,69,Hysteria,['Muse'],2004,2004-03-23,227440,0.455,0.41200000000000003,0.0575
537,1069,16308,2003,The Outsider,A Perfect Circle,4:06,USA,70,The Outsider,['A Perfect Circle'],2003,2003-01-01,246000,0.42200000000000004,0.32799999999999996,0.0887
538,1070,16341,2003,Girl's Not Grey,AFI,3:12,USA,71,Girl's Not Grey,['AFI'],2003,2003,190493,0.672,0.389,0.0354
539,1071,35213,2003,Running Up That Hill,Placebo,4:57,England,72,Running Up That Hill,['Placebo'],2003,2003-03-24,297320,0.0839,0.45,0.0337
540,1074,16163,2003,The Seed (2.0) (feat. Cody   ChesnuTT),The Roots,4:28,USA,75,The Seed (2.0),"['The Roots', 'Cody Chesnutt']",2002,2002-11-26,267933,0.966,0.758,0.0357
541,1078,16334,2003,Milkshake,Kelis,3:03,USA,79,Milkshake - Radio Mix,['Kelis'],2003,2003-12-05,182627,0.8190000000000001,0.8909999999999999,0.0439
542,1079,16345,2003,Satisfaction,Benny Benassi,6:29,Italy,80,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,"['Benny Benassi', 'The Biz']",2003,2003-05-23,285571,0.33899999999999997,0.7929999999999999,0.10400000000000001
543,1081,121944,2003,Good Luck (feat. Lisa Kekaula),Basement Jaxx,4:42,England,82,Good Luck,"['Basement Jaxx', 'Lisa Kekaula']",2005,2005-03-21,211547,0.5720000000000001,0.5770000000000001,0.0915
544,1082,16229,2003,Reptilia,The Strokes,3:42,USA,83,Reptilia,['The Strokes'],2003,2003-10-28,219754,0.741,0.486,0.033
545,1086,16280,2003,Move Your Feet,Junior Senior,3:00,Denmark,87,Move Your Feet,['Junior Senior'],2003,2003-07-25,181907,0.8440000000000001,0.755,0.0883
546,1088,152239,2003,"Girl, You Have No Faith In   Medicine",The White Stripes,3:18,USA,89,"Girl, You Have No Faith In Medicine",['The White Stripes'],2003,2003-04-01,197733,0.282,0.303,0.449
547,1092,71701,2003,I Just Don't Know What To Do   With Myself,The White Stripes,2:47,USA,93,I Just Don't Know What to Do With Myself,['The White Stripes'],2003,2003-04-01,166467,0.36,0.376,0.10400000000000001
548,1093,50613,2003,"In The Cold, Cold Night",The White Stripes,2:58,USA,94,In the Mood,['The Whispers'],1987,1987-01-01,285773,0.623,0.643,0.0336
549,1096,152407,2003,Growing On Me,The Darkness,3:40,England,97,Growing on Me,['The Darkness'],2003,2003-07-07,208880,0.48700000000000004,0.401,0.0484
550,1097,105367,2003,Out Of Time,Blur,3:52,England,98,Out of Time,['Blur'],2003,2003,233373,0.318,0.529,0.0274
551,1098,53919,2003,Inertiatic ESP,The Mars Volta,4:24,USA,99,Inertiatic Esp,['The Mars Volta'],2003,2003-01-01,263773,0.457,0.22,0.0801
552,1100,16422,2004,Take Me   Out,Franz Ferdinand,3:57,Scotland,1,Take Me Out,['Franz Ferdinand'],2004,2004,237027,0.494,0.278,0.0371
553,1103,16438,2004,Somebody Told Me,The Killers,3:17,USA,4,Somebody Told Me,['The Killers'],2004,2004-06-15,197160,0.647,0.509,0.0886
554,1104,35468,2004,Black Betty,Spiderbait,3:28,Australia,5,Black Betty - Edit,['Spiderbait'],2004,2004-03-29,205973,0.35,0.562,0.0922
555,1106,79616,2004,Something's Gotta Give,The John Butler Trio,3:09,Australia,7,Sometimes I'm Happy,['The Johnny Smith Quintet'],1956,1956,140133,0.8240000000000001,0.606,0.0611
556,1109,168566,2004,Jolene (Live Under Blackpool   Lights),The White Stripes,3:19,USA,10,Jolene,['The White Stripes'],2010,2010-03-16,234973,0.198,0.278,0.163
557,1110,16425,2004,Float On,Modest Mouse,3:29,USA,11,Float On,['Modest Mouse'],2004,2004-04-05,208467,0.5529999999999999,0.649,0.0293
558,1111,105641,2004,Coin-Operated Boy,The Dresden Dolls,4:46,USA,12,Coin-Operated Boy,['The Dresden Dolls'],2004,2004-05-27,286413,0.5429999999999999,0.631,0.151
559,1112,16406,2004,Mr. Brightside,The Killers,3:43,USA,13,Mr. Brightside,['The Killers'],2004,2004-06-15,222587,0.23199999999999998,0.35600000000000004,0.0808
560,1117,167289,2004,Fit But You Know It,The Streets,4:12,England,18,Fit but You Know It,['The Streets'],2004,2004-05-11,253467,0.883,0.7020000000000001,0.3
561,1120,167437,2004,Common People,William Shatner,3:46,USA,21,Common People,['William Shatner'],2004,2004-01-01,280480,0.758,0.297,0.14800000000000002
562,1121,16409,2004,American Idiot,Green Day,2:54,USA,22,American Idiot,['Green Day'],2004,2004-09-21,176346,0.769,0.38,0.0639
563,1122,16582,2004,Take Your Mama,Scissor Sisters,4:32,USA,23,Take Your Mama,['Scissor Sisters'],2004,2004-01-01,271907,0.9329999999999999,0.757,0.106
564,1123,35292,2004,Look What You've Done,Jet,3:51,Australia,24,Look What You've Done,['Jet'],2003,2003-09-15,230880,0.305,0.39799999999999996,0.0261
565,1127,35452,2004,Ch-Check It Out,Beastie Boys,3:13,USA,28,Ch-Check It Out,['Beastie Boys'],2004,2004-01-01,192427,0.6940000000000001,0.795,0.292
566,1128,105478,2004,This Fire,Franz Ferdinand,4:15,Scotland,29,This Fire,['Franz Ferdinand'],2004,2004,254693,0.6729999999999999,0.5429999999999999,0.0529
567,1129,89023,2004,Girl Anachronism,The Dresden Dolls,3:01,USA,30,Girl Anachronism,['The Dresden Dolls'],2004,2004-05-27,179467,0.7879999999999999,0.41600000000000004,0.15
568,1130,54361,2004,The Bucket,Kings Of Leon,2:56,USA,31,The Bucket,['Kings of Leon'],2005,2005-02-22,175547,0.175,0.494,0.0336
569,1135,86997,2004,Forget Her,Jeff Buckley,5:12,USA,36,Forget Her,['Jeff Buckley'],1994,1994,312213,0.282,0.441,0.0288
570,1137,54083,2004,Vertigo,U2,3:13,Ireland,38,Vertigo,['U2'],2004,2004-11-22,194520,0.632,0.41600000000000004,0.0613
571,1138,16604,2004,Smile Like You Mean It,The Killers,3:55,USA,39,Smile Like You Mean It,['The Killers'],2004,2004-06-15,234107,0.38299999999999995,0.36200000000000004,0.161
572,1144,16980,2004,Woman,Wolfmother,2:44,Australia,45,Woman,['Wolfmother'],2006,2006-01-01,176307,0.172,0.21899999999999997,0.17600000000000002
573,1354,16980,2006,Woman (MSTRKRFT Remix),Wolfmother,3:30,Australia,55,Woman,['Wolfmother'],2006,2006-01-01,176307,0.172,0.21899999999999997,0.17600000000000002
574,1145,35451,2004,Amerika,Rammstein,3:47,Germany,46,AMERIKA,['Rammstein'],2004,2004-09-27,226760,0.518,0.608,0.0963
575,1146,169691,2004,I Can't Give You What I   Haven't Got,The Living End,2:19,Australia,47,I Can't Fix You,"['The Living Tombstone', 'Crusher-P']",2016,2016-12-10,278742,0.3720000000000001,0.462,0.0456
576,1149,89110,2004,The Dark Of The Matinée,Franz Ferdinand,4:03,Scotland,50,The Dark Of The Matinée,['Franz Ferdinand'],2004,2004,243467,0.735,0.45399999999999996,0.0292
577,1154,89099,2004,Walk Idiot Walk,The Hives,3:31,Sweden,55,Walk Idiot Walk,['The Hives'],2004,2004-01-01,211813,0.684,0.623,0.10300000000000001
578,1162,54109,2004,She Wants To Move,N*E*R*D,3:33,USA,63,She Wants To Move,['N.E.R.D'],2004,2004-01-01,213787,0.8,0.7659999999999999,0.0786
579,1165,54258,2004,Galvanize (feat. Q-Tip),The Chemical Brothers,6:34,England,66,Galvanize,['The Chemical Brothers'],2005,2005-01-01,393813,0.365,0.745,0.0751
580,1167,72023,2004,10 A.M. Automatic,The Black Keys,2:59,USA,68,10 A.M. Automatic,['The Black Keys'],2004,2004,179133,0.511,0.4970000000000001,0.10300000000000001
581,1170,54067,2004,C'mon C'mon,The Von Bondies,2:14,USA,71,C'mon C'mon,['The Von Bondies'],2004,2004,133547,0.48,0.491,0.133
582,1173,71967,2004,Slow Hands,Interpol,3:04,USA,74,Slow Hands,['Interpol'],2004,2004-09-28,183973,0.68,0.243,0.0509
583,1175,16564,2004,Evil,Interpol,3:36,USA,76,Evil,['Interpol'],2004,2004-09-28,215827,0.599,0.4970000000000001,0.0396
584,1176,35502,2004,Run,Snow Patrol,5:56,Ireland,77,Run,['Snow Patrol'],2004,2004-01-01,354547,0.19699999999999998,0.371,0.0301
585,1179,154576,2004,"Young Man, Old Man (You Ain't   Better Than The Rest)",The Dissociatives,4:32,Australia,80,Young Blood,['The Districts'],2015,2015-02-10,520813,0.47600000000000003,0.273,0.11599999999999999
586,1186,16487,2004,Breathe Me,Sia,4:35,Australia,87,Breathe Me,['Sia'],2004,2004-01-01,272067,0.19,0.5529999999999999,0.0333
587,1187,71919,2004,Imagine,A Perfect Circle,4:48,USA,88,Imagine,['A Perfect Circle'],2004,2004-01-01,288000,0.155,0.537,0.0255
588,1193,121701,2004,Ride,The Vines,2:36,Australia,94,Ride,['The Vines'],2004,2004-01-01,156213,0.657,0.5920000000000001,0.040999999999999995
589,1200,170659,2005,Wish You   Well,Bernard Fanning,2:29,Australia,1,Wish You Well,['Bernard Fanning'],2005,2005-10-31,149000,0.703,0.73,0.0873
590,1201,89300,2005,Catch My Disease,Ben Lee,4:14,Australia,2,Catch My Disease,['Ben Lee'],2005,2005-02-22,254107,0.917,0.7559999999999999,0.032
591,1202,16610,2005,Feel Good Inc. (feat. De La   Soul),Gorillaz,3:41,England,3,Feel Good Inc.,['Gorillaz'],2005,2005-05-23,222640,0.772,0.818,0.177
592,1203,16652,2005,Best Of You,Foo Fighters,4:16,USA,4,Best of You,['Foo Fighters'],2005,2005-06-14,255627,0.369,0.366,0.0696
593,1206,72124,2005,My Doorbell,The White Stripes,4:02,USA,7,My Doorbell,['The White Stripes'],2005,2005-06-07,241867,0.823,0.614,0.0352
594,1208,16873,2005,Joker & The Thief,Wolfmother,4:41,Australia,9,Joker And The Thief,['Wolfmother'],2006,2006-01-01,280467,0.456,0.264,0.0517
595,1209,72153,2005,Do You Want To,Franz Ferdinand,3:35,Scotland,10,Do You Want To,['Franz Ferdinand'],2005,2005-10-03,215000,0.759,0.413,0.0453
596,1212,16613,2005,Gold Digger (feat. Jamie Foxx),Kanye West,3:28,USA,13,Gold Digger,"['Kanye West', 'Jamie Foxx']",2005,2005-08-30,207627,0.623,0.629,0.348
597,1216,35569,2005,Blue Orchid,The White Stripes,2:38,USA,17,Blue Orchid,['The White Stripes'],2005,2005-06-07,157560,0.612,0.48100000000000004,0.318
598,1219,54327,2005,DOA,Foo Fighters,4:12,USA,20,DOA,['Foo Fighters'],2005,2005-06-14,252107,0.72,0.462,0.07400000000000001
599,1223,54249,2005,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,2:52,USA,24,Foxtrot Uniform Charlie Kilo,['Bloodhound Gang'],2005,2005-01-01,171973,0.7879999999999999,0.767,0.0404
600,1225,16616,2005,Fix You,Coldplay,4:55,England,26,Fix You,['Coldplay'],2005,2005-06-07,295533,0.124,0.209,0.0338
601,1226,16637,2005,B.Y.O.B.,System Of A Down,4:16,USA,27,B.Y.O.B.,['System Of A Down'],2005,2005-05-17,255467,0.716,0.556,0.128
602,1227,121805,2005,Everyday I Love You Less And   Less,Kaiser Chiefs,3:38,England,28,Everyday I Love You Less and Less,['Kaiser Chiefs'],2005,2005-03-07,217707,0.57,0.48100000000000004,0.0394
603,1233,89184,2005,I Predict A Riot,Kaiser Chiefs,3:53,England,34,I Predict a Riot,['Kaiser Chiefs'],2005,2005-03-07,234773,0.35700000000000004,0.392,0.0762
604,1234,54202,2005,Girl,Beck,3:30,USA,35,Girl,['Beck'],2005,2005-01-01,209893,0.855,0.685,0.11
605,1235,16762,2005,Speed Of Sound,Coldplay,4:48,England,36,Speed of Sound,['Coldplay'],2005,2005-06-07,287907,0.353,0.514,0.0577
606,1236,138042,2005,Dimension,Wolfmother,4:22,Australia,37,Dimension,['Wolfmother'],2006,2006-01-01,261427,0.613,0.484,0.0327
607,1239,35554,2005,Helicopter,Bloc Party,3:40,England,40,Helicopter,['Bloc Party'],2005,2005-03-22,220573,0.39799999999999996,0.47,0.134
608,1240,16689,2005,Dirty Harry (feat. Bootie   Brown & The San Fernando Valley Youth Chorus),Gorillaz,3:44,England,41,Dirty Harry,['Gorillaz'],2005,2005-05-23,230426,0.865,0.625,0.162
609,1243,167488,2005,Sunnyroad,Emilíana Torrini,3:03,Iceland,44,Sunny Road,['Emilíana Torrini'],2005,2005,184533,0.335,0.611,0.039
610,1245,54470,2005,Juicebox,The Strokes,3:18,USA,46,Juicebox,['The Strokes'],2006,2006-01-03,194573,0.547,0.462,0.127
611,1247,35694,2005,An Honest Mistake,The Bravery,3:40,USA,48,An Honest Mistake,['The Bravery'],2005,2005-01-01,219707,0.644,0.465,0.0297
612,1249,16970,2005,I Bet You Look Good On The   Dancefloor,Arctic Monkeys,2:54,England,50,I Bet You Look Good On The Dancefloor,['Arctic Monkeys'],2006,2006-02-21,173680,0.778,0.535,0.0356
613,1250,16748,2005,Be Yourself,Audioslave,4:40,USA,51,Be Yourself,['Audioslave'],2005,2005-01-01,278973,0.317,0.423,0.0559
614,1254,121851,2005,Landed,Ben Folds,4:29,USA,55,Landed,['Ben Folds'],2005,2005-04-11,266773,0.306,0.413,0.0291
615,1256,16740,2005,Radio/Video,System Of A Down,4:13,USA,57,Radio/Video,['System Of A Down'],2005,2005-05-17,249227,0.466,0.361,0.0717
616,1257,35542,2005,Little Sister,Queens Of The Stone Age,2:54,USA,58,Little Sister,['Queens of the Stone Age'],2005,2005-01-01,174027,0.927,0.364,0.0627
617,1258,121838,2005,Bloody Mother Fucking Asshole,Martha Wainwright,3:13,Canada,59,Bloody Mother Fucking Asshole,['Martha Wainwright'],2005,2005-01-01,193973,0.23800000000000002,0.369,0.0358
618,1260,16544,2005,Jesus Of Suburbia,Green Day,9:08,USA,61,Jesus of Suburbia,['Green Day'],2004,2004-09-21,548253,0.59,0.3,0.0636
619,1263,16678,2005,"Sitting, Waiting, Wishing",Jack Johnson,3:04,USA,64,"Sitting, Waiting, Wishing",['Jack Johnson'],2005,2005-01-01,183720,0.5479999999999999,0.765,0.0265
620,1266,89335,2005,The Denial Twist,The White Stripes,2:36,USA,67,The Denial Twist,['The White Stripes'],2005,2005-06-07,155773,0.764,0.514,0.147
621,1269,16775,2005,This Year,The Mountain Goats,3:51,USA,70,This Year,['The Mountain Goats'],2005,2005-05-02,232893,0.831,0.6990000000000001,0.0312
622,1270,16615,2005,Better Together,Jack Johnson,3:28,USA,71,Better Together,['Jack Johnson'],2005,2005-01-01,207680,0.659,0.868,0.0536
623,1275,16713,2005,Hypnotize,System Of A Down,3:09,USA,76,Hypnotize,['System Of A Down'],2005,2005-11-22,189440,0.0397,0.27399999999999997,0.0489
624,1276,16662,2005,First Day Of My Life,Bright Eyes,3:09,USA,77,First Day Of My Life,['Bright Eyes'],2005,2005-01-25,188800,0.38299999999999995,0.46799999999999997,0.0388
625,1282,152518,2005,Filthy/Gorgeous,Scissor Sisters,3:48,USA,83,Filthy/Gorgeous,['Scissor Sisters'],2004,2004-01-01,227587,0.728,0.753,0.0371
626,1283,137985,2005,White Unicorn,Wolfmother,5:05,Australia,84,White Unicorn,['Wolfmother'],2006,2006-01-01,304133,0.3670000000000001,0.34700000000000003,0.0361
627,1287,105832,2005,Like Eating Glass,Bloc Party,4:22,England,88,Like Eating Glass,['Bloc Party'],2005,2005-03-22,260973,0.22399999999999998,0.39899999999999997,0.16
628,1291,167611,2005,Messages,Xavier Rudd,4:02,Australia,92,Messages,['Xavier Rudd'],2005,2005-01-01,242427,0.431,0.5379999999999999,0.17800000000000002
629,1296,152756,2005,Themata,Karnivool,5:40,Australia,97,Themata,['Karnivool'],2005,2005-02-07,340067,0.271,0.5,0.113
630,1300,170660,2006,One   Crowded Hour,Augie March,4:16,Australia,1,One Crowded Hour,['Augie March'],2006,2006-03-27,256000,0.365,0.413,0.033
631,1301,170661,2006,"Black Fingernails, Red Wine",Eskimo Joe,4:10,Australia,2,"Black Fingernails, Red Wine",['Eskimo Joe'],2006,2006-06-10,250000,0.433,0.5529999999999999,0.0424
632,1302,170662,2006,The Hard Road,Hilltop Hoods,4:06,Australia,3,The Hard Road,['Hilltop Hoods'],2006,2006-04-06,246000,0.961,0.767,0.111
633,1303,16823,2006,When You Were Young,The Killers,3:41,USA,4,When You Were Young,['The Killers'],2006,2006-09-27,220427,0.321,0.467,0.11199999999999999
634,1304,54484,2006,I Don't Feel Like Dancin',Scissor Sisters,4:08,USA,5,I Don't Feel Like Dancin' - Radio Edit,['Scissor Sisters'],2006,2006-01-01,248640,0.912,0.711,0.0282
635,1305,16821,2006,Crazy,Gnarls Barkley,2:59,USA,6,Crazy,['Gnarls Barkley'],2006,2006-05-02,182066,0.612,0.835,0.0339
636,1306,16807,2006,Chasing Cars,Snow Patrol,4:28,Ireland,7,Chasing Cars,['Snow Patrol'],2006,2006-01-01,267933,0.136,0.563,0.0276
637,1307,72266,2006,Hearts A Mess,Gotye,6:06,Australia,8,Hearts A Mess,['Gotye'],2006,2006-05-21,365440,0.5379999999999999,0.789,0.0368
638,1308,16928,2006,Starlight,Muse,4:00,England,9,Starlight,['Muse'],2006,2006-06-19,240213,0.318,0.55,0.0321
639,1312,16810,2006,Welcome To The Black Parade,My Chemical Romance,5:10,USA,13,Welcome to the Black Parade,['My Chemical Romance'],2006,2006-10-23,311107,0.23600000000000002,0.217,0.0752
640,1313,16741,2006,Here It Goes Again,OK Go,2:59,USA,14,Here It Goes Again,['OK Go'],2005,2005-01-01,179813,0.81,0.537,0.0403
641,1314,16857,2006,Smile,Lily Allen,3:16,England,15,Smile,['Lily Allen'],2006,2006-05-08,196893,0.733,0.632,0.0259
642,1315,17065,2006,Young Folks,Peter Bjorn & John,4:37,Sweden,16,Young Folks,['Peter Bjorn and John'],2007,2007-02-20,279027,0.67,0.701,0.038
643,1317,16875,2006,Supermassive Black Hole,Muse,3:29,England,18,Supermassive Black Hole,['Muse'],2006,2006-06-19,212440,0.782,0.6679999999999999,0.0439
644,1318,16942,2006,"Kick, Push",Lupe Fiasco,4:14,USA,19,"Kick, Push",['Lupe Fiasco'],2006,2006-06-27,254466,0.512,0.652,0.17
645,1319,35822,2006,Fidelity,Regina Spektor,3:46,USA,20,Fidelity,['Regina Spektor'],2006,2006-06-13,226680,0.682,0.9229999999999999,0.0492
646,1320,138305,2006,Forever Young,Youth Group,3:59,Australia,21,Forever Young,['Youth Group'],2007,2007-01-30,239120,0.301,0.379,0.0307
647,1321,16949,2006,Vicarious,Tool,7:07,USA,22,Vicarious,['TOOL'],2006,2006-04-28,426680,0.302,0.506,0.032
648,1323,54466,2006,Gold Lion,Yeah Yeah Yeahs,3:07,USA,24,Gold Lion,['Yeah Yeah Yeahs'],2006,2006-01-01,187133,0.297,0.521,0.065
649,1326,16923,2006,You Only Live Once,The Strokes,3:09,USA,27,You Only Live Once,['The Strokes'],2006,2006-01-03,189227,0.968,0.63,0.0326
650,1327,16865,2006,"Steady, As She Goes",The Raconteurs,3:38,USA,28,"Steady, As She Goes",['The Raconteurs'],2006,2006,215267,0.537,0.524,0.12
651,1328,16867,2006,The Pot,Tool,6:22,USA,29,The Pot,['TOOL'],2006,2006-04-28,381947,0.466,0.469,0.0391
652,1329,16886,2006,When The Sun Goes Gown,Arctic Monkeys,3:20,England,30,When The Sun Goes Down,['Arctic Monkeys'],2006,2006-02-21,202133,0.40700000000000003,0.348,0.19899999999999998
653,1330,54589,2006,Bones,The Killers,3:47,USA,31,Bones,['The Killers'],2006,2006-09-27,227000,0.5670000000000001,0.47200000000000003,0.0643
654,1333,16827,2006,Dani California,Red Hot Chili Peppers,4:42,USA,34,Dani California,['Red Hot Chili Peppers'],2006,2006-05-09,282160,0.73,0.556,0.0437
655,1334,72253,2006,LDN,Lily Allen,3:11,England,35,LDN,['Lily Allen'],2006,2006-05-08,192333,0.898,0.6729999999999999,0.027000000000000003
656,1342,106093,2006,Paper Aeroplane,Angus & Julia Stone,3:45,Australia,43,Paper Aeroplane,['Angus & Julia Stone'],2007,2007-09-08,220027,0.39,0.802,0.1
657,1345,16847,2006,Miss Murder,AFI,3:26,USA,46,Miss Murder,['AFI'],2006,2006-06-06,206587,0.6859999999999999,0.308,0.0533
658,1347,104628,2006,On The Radio,Regina Spektor,3:22,USA,48,On The Wings Of Love,['Regine Velasquez'],1999,1999-11-28,248000,0.249,0.486,0.0277
659,1348,54496,2006,Fake Tales Of San Francisco,Arctic Monkeys,2:58,England,49,Fake Tales Of San Francisco,['Arctic Monkeys'],2006,2006-02-21,177947,0.7040000000000001,0.45399999999999996,0.0449
660,1349,54437,2006,Heart In A Cage,The Strokes,3:28,USA,50,Heart In a Cage,['The Strokes'],2006,2006-01-03,206173,0.12,0.418,0.0404
661,1359,72249,2006,Over And Over,Hot Chip,5:48,England,60,Over And Over,['Hot Chip'],2006,2006-05-22,347880,0.7240000000000001,0.774,0.0358
662,1360,15007,2006,Everlong (Acoustic Live),Foo Fighters,6:37,USA,61,Everlong,['Foo Fighters'],1997,1997-05-20,250547,0.364,0.413,0.0367
663,1361,72368,2006,We Are Your Friends,Justice vs. Simian,4:22,England,62,We Are Your Friends - Justice Vs Simian,"['Justice', 'Simian']",2006,2006-01-01,262773,0.507,0.615,0.11900000000000001
664,1362,16919,2006,Wolf Like Me,TV On The Radio,4:39,USA,63,Wolf Like Me,['TV On The Radio'],2006,2006-01-01,279293,0.201,0.363,0.0429
665,1365,138111,2006,Phenomena,Yeah Yeah Yeahs,4:10,USA,66,Phenomena,['Yeah Yeah Yeahs'],2006,2006-01-01,250133,0.47,0.501,0.1
666,1366,72423,2006,Love Like Winter,AFI,2:45,USA,67,Love Like Winter,['AFI'],2006,2006-06-06,165653,0.524,0.5920000000000001,0.0468
667,1372,54267,2006,King Without A Crown,Matisyahu,3:42,USA,73,"King Without a Crown - Live at Stubb's, Austin, TX - February 2005",['Matisyahu'],2005,2005-04-19,288600,0.7,0.604,0.0609
668,1380,167848,2006,Gone Daddy Gone,Gnarls Barkley,2:28,USA,81,Gone Daddy Gone / I Just Want to Make Love to You,['Gnarls Barkley'],2006,2006-05-02,148067,0.971,0.752,0.0453
669,1383,72338,2006,Black Swan,Thom Yorke,4:50,England,84,Black Swan,['Thom Yorke'],2006,2006-07-10,289827,0.509,0.613,0.0336
670,1385,16681,2006,Touch The Sky (feat. Lupe   Fiasco),Kanye West,3:57,USA,86,Touch The Sky,"['Kanye West', 'Lupe Fiasco']",2005,2005-08-30,236600,0.5539999999999999,0.552,0.342
671,1387,167887,2006,"Tarantula (feat. Fresh, $Pyda   & Tenor Fly)",Pendulum,5:31,Australia,88,Tarantula - Original Mix,"['Pendulum', 'DJ Fresh', '$pyda', 'Tenor Fly']",2007,2007-05-19,331240,0.266,0.514,0.0602
672,1388,16964,2006,Mardy Bum,Arctic Monkeys,2:56,England,89,Mardy Bum,['Arctic Monkeys'],2006,2006-02-21,175440,0.312,0.634,0.0365
673,1389,106044,2006,Work It Out (feat. Dave   Matthews Band),Jurassic 5,3:52,USA,90,Work It Out,"['Jurassic 5', 'Dave Matthews Band']",2006,2006-01-01,232347,0.888,0.8370000000000001,0.142
674,1390,16744,2006,The Only Difference Between   Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,2:55,USA,91,The Only Difference Between Martyrdom and Suicide Is Press Coverage,['Panic! At The Disco'],2005,2005-09-27,174867,0.708,0.501,0.198
675,1398,152911,2006,Original Fire,Audioslave,3:39,USA,99,Original Fire,['Audioslave'],2006,2006-08-29,218507,0.7,0.638,0.054000000000000006
676,1400,16954,2007,Knights   Of Cydonia,Muse,6:07,England,1,Knights of Cydonia,['Muse'],2006,2006-06-19,366213,0.21100000000000002,0.366,0.142
677,1401,138351,2007,Straight Lines,Silverchair,4:18,Australia,2,Straight Lines,['Silverchair'],2007,2007-07-24,257733,0.165,0.5379999999999999,0.0287
678,1402,54723,2007,On Call,Kings Of Leon,3:24,USA,3,On Call,['Kings of Leon'],2007,2007-04-02,201800,0.141,0.307,0.11900000000000001
